chr1_1156555_1238447	SCNN1D,FAM132A,MIR6726,ACAP3,B3GALT6,UBE2J2,SDF4
chr1_1238447_1390653	LINC01770,MXRA8,MIR6727,MIR6808,TAS1R3,CCNL2,AURKAIP1,ACAP3,INTS11,DVL1,PUSL1,MRPL20,VWA1,TMEM88B,LOC148413,CPTP,ANKRD65,ATAD3C
chr1_1390653_1791470	SSU72,GNB1,MMP23B,SLC35E2B,ATAD3A,FNDC10,TMEM240,SLC35E2,NADK,MMP23A,CDK11B,CDK11A,ATAD3B,MIB2,ATAD3C
chr1_1791470_2090185	GNB1,LOC105378591,TMEM52,CFAP74,CALML6,PRKCZ,GABRD
chr1_2090185_2209505	FAAP20,SKI,PRKCZ
chr1_2209505_2303695	MORN1,SKI,LOC100129534
chr1_2303695_2331938	RER1,MORN1
chr1_2331938_2391733	PEX10,RER1
chr1_2391733_2490582	PLCH2,LOC115110,HES5,TNFRSF14,PANK4
chr1_2490582_2498220	LOC100996583,TNFRSF14
chr1_2498220_2568929	LOC100996583,MMEL1,FAM213B
chr1_2568929_2729360	TTC34
chr1_2729360_4746680	LINC01777,MIR551A,ACTRT2,SMIM1,PRDM16,LINC01134,MEGF6,LINC00982,LRRC47,TP73,AJAP1,LINC01346,CEP104,MIR4251,DFFB,C1orf174,TP73-AS1,ARHGEF16,CCDC27,TPRG1L,WRAP73
chr1_4746680_4806608	AJAP1
chr1_4806608_4850208	AJAP1
chr1_4850208_5065577	NA
chr1_5065577_5430529	NA
chr1_5430529_6501299	MIR4252,GPR153,MIR4417,ICMT,RPL22,NPHP4,CHD5,RNF207,ESPN,LINC00337,MIR4689,ACOT7,HES3,LOC102724450,HES2,KCNAB2
chr1_6501299_6632992	TNFRSF25,TAS1R1,PLEKHG5,ESPN,NOL9
chr1_6632992_6957890	KLHL21,CAMTA1,DNAJC11,TAS1R1,ZBTB48,PHF13,LINC01672,THAP3
chr1_6957890_7785633	CAMTA1
chr1_7785633_8081867	CAMTA1,PARK7,PER3,UTS2,ERRFI1,TNFRSF9,VAMP3
chr1_8081867_8247130	ERRFI1
chr1_8247130_8466113	RERE,LINC01714,SLC45A1
chr1_8466113_8505627	RERE,LOC102724552
chr1_8505627_8841987	RERE,SNORD128
chr1_8841987_8899783	RERE
chr1_8899783_9531356	H6PD,SLC2A5,MIR34A,MIR34AHG,LINC01759,ENO1-AS1,ENO1,GPR157,SLC2A7,CA6,LOC100506022,SPSB1,MIR6728
chr1_9531356_9657619	TMEM201,SLC25A33
chr1_9657619_9764691	TMEM201,PIK3CD-AS2,PIK3CD,PIK3CD-AS1
chr1_10557621_10650345	PEX14
chr1_10650345_10672397	PEX14
chr1_10672397_10738849	CASZ1,PEX14
chr1_10738849_10780078	CASZ1
chr1_10780078_10961324	CASZ1
chr1_11346457_12042582	KIAA2013,CLCN6,FBXO44,AGTRAP,LOC102724659,DRAXIN,C1orf167,DISP3,MTHFR,MAD2L2,FBXO6,UBIAD1,NPPA,FBXO2,NPPB,NPPA-AS1,LINC01647,MFN2,PLOD1
chr1_12042582_12214850	TNFRSF8,MIIP,MIR6729,MFN2
chr1_14955576_15029413	KAZN
chr1_16437734_16583254	EPHA2,RSG1,FBXO42,ARHGEF19
chr1_16583254_17229920	SPATA21,LINC01783,ESPNP,MST1L,CROCCP2,NECAP2,FBXO42,MST1P2,LOC440570,FAM231B,LOC102724562,CROCCP3,FAM231C,MIR3675,SZRD1,FAM231A,NBPF1,LOC105376805
chr1_17229920_17729686	PADI4,SDHB,PADI6,PADI1,PADI2,MFAP2,CROCC,PADI3,MIR3972,ATP13A2
chr1_17729686_18034711	RCC2,ARHGEF10L
chr1_18034711_18206555	ACTL8
chr1_18206555_18683464	IGSF21,LINC01654
chr1_18683464_18810804	KLHDC7A,IGSF21
chr1_18810804_18852610	KLHDC7A
chr1_18852610_19284852	TAS1R2,PAX7,MIR1290,MIR4695,ALDH4A1,IFFO2
chr1_23255614_23313204	LACTBL1
chr1_26729264_27111063	LOC101928324,DHDDS,RPS6KA1,LIN28A,HMGN2,LOC101928728,MIR1976,ARID1A
chr1_33855208_33877224	NA
chr1_33877224_33897634	NA
chr1_33897634_33932076	NA
chr1_33932076_33956732	ZSCAN20
chr1_33956732_33977563	ZSCAN20
chr1_33977563_34007855	CSMD2
chr1_34007855_34113459	CSMD2
chr1_34113459_34214267	CSMD2
chr1_34214267_34272714	CSMD2
chr1_34272714_34335099	CSMD2-AS1,HMGB4,CSMD2
chr1_34335099_34432369	CSMD2-AS1,CSMD2
chr1_34432369_34497150	CSMD2
chr1_34497150_34532800	CSMD2
chr1_34532800_34598794	CSMD2
chr1_34598794_34795207	C1orf94,CSMD2
chr1_34795207_34834129	NA
chr1_34834129_34935210	NA
chr1_34935210_35154968	MIR552
chr1_35742769_35754277	ZMYM4
chr1_36038317_36169870	PSMB2,TFAP2E
chr1_37603592_37869701	MIR4255
chr1_37869701_37897798	NA
chr1_39307145_39374481	MYCBP,LOC105378663,RRAGC,GJA9-MYCBP,GJA9,RHBDL2
chr1_39374481_39458808	AKIRIN1,RHBDL2
chr1_39458808_39524712	NDUFS5,AKIRIN1
chr1_39524712_39705287	MACF1
chr1_39705287_39940194	MACF1,KIAA0754
chr1_39940194_40190410	MACF1,SNORA55,OXCT2P1,BMP8A,HEYL,PABPC4,PPIEL,LOC101929516,NT5C1A,HPCAL4
chr1_40190410_40294408	PPIE,OXCT2,BMP8B,LOC101929536
chr1_40294408_40463430	MYCL,TRIT1,MFSD2A
chr1_40463430_40508822	CAP1
chr1_41111604_41198280	RIMS3,NFYC,NFYC-AS1
chr1_41198280_41261740	MIR30C1,KCNQ4,NFYC,MIR30E
chr1_41261740_41658508	SLFNL1-AS1,CTPS1,SLFNL1,KCNQ4,SCMH1,CITED4
chr1_41658508_41777395	SCMH1
chr1_41777395_41842517	FOXO6,LOC101929901
chr1_41842517_42213742	EDN2,FOXO6,HIVEP3
chr1_42213742_42282975	HIVEP3
chr1_42282975_42492302	HIVEP3
chr1_42492302_42643928	GUCA2A,GUCA2B,HIVEP3,FOXJ3
chr1_42643928_42723995	FOXJ3
chr1_42723995_42832456	FOXJ3
chr1_42832456_42882036	RIMKLA
chr1_42882036_43346679	SVBP,TMEM269,RIMKLA,ERMAP,YBX1,LOC105378683,PPCS,P3H1,CCDC30,LOC339539,C1orf50,PPIH,ZNF691,ZMYND12,CLDN19
chr1_43346679_43355959	LOC339539
chr1_43355959_43628809	FAM183A,SLC2A1,SLC2A1-AS1
chr1_43628809_43684990	CFAP57,EBNA1BP2,MIR6733
chr1_43684990_43931572	MPL,C1orf210,SZT2,CFAP57,MIR6735,ELOVL1,TMEM125,CDC20,TIE1,MIR6734,HYI,MED8
chr1_43931572_44177190	KDM4A,KDM4A-AS1,LOC101929592,ST3GAL3,PTPRF
chr1_44177190_44489653	MIR6079,ARTN,LOC101929592,CCDC24,ST3GAL3,B4GALT2,IPO13,ATP6V0B,DPH2,SLC6A9
chr1_44489653_44532620	SLC6A9
chr1_44532620_44738536	SNORA110,KLF17,DMAP1,ERI3,ERI3-IT1
chr1_44738536_44766005	ERI3
chr1_44766005_44905228	RNF220,ERI3
chr1_44905228_45056586	MIR5584,RNF220
chr1_45056586_45151262	C1orf228,RNF220,TMEM53
chr1_45151262_45321089	TCTEX1D4,C1orf228,SNORD46,EIF2B3,SNORD38B,PLK3,RPS8,BEST4,BTBD19,SNORD38A,PTCH2,SNORD55,KIF2C
chr1_45321089_45420755	EIF2B3
chr1_45778253_45977529	MMACHC,MUTYH,TESK2,TOE1,CCDC163,HPDL,PRDX1
chr1_45977529_46054171	NASP,AKR1A1,PRDX1
chr1_46054171_46357484	IPP,RPS15AP10,TMEM69,MAST2,GPBP1L1,NASP,CCDC17
chr1_46357484_46588362	MAST2,PIK3R3
chr1_46588362_46638794	PIK3R3,LOC101929626
chr1_46638794_46766673	TSPAN1,POMGNT1,PIK3R3,RAD54L,LURAP1,LRRC41
chr1_46766673_47023647	FAAH,UQCRH,NSUN4,FAAHP1,DMBX1,LINC01398,MKNK1,KNCN,MKNK1-AS1,LRRC41
chr1_47023647_47075243	MOB3C,MKNK1,MKNK1-AS1
chr1_47075243_47204308	TEX38,MOB3C,EFCAB14,EFCAB14-AS1,ATPAF1
chr1_47204308_47491997	CYP4B1,CYP4X1,CYP4Z2P,CYP4A11
chr1_47957430_48006092	NA
chr1_51712463_51721901	RNF11
chr1_51721901_51757616	TTC39A,RNF11
chr1_53210438_53253639	ZYG11B
chr1_53549752_53644308	PODN,SLC1A7
chr1_53782747_54189569	LINC01771,SLC25A3P1,GLIS1,LRP8,DMRTB1
chr1_54528085_54566687	TCEANC2
chr1_54566687_54752379	MRPL37,SSBP3-AS1,CDCP2,TCEANC2,CYB5RL,SSBP3
chr1_54752379_55002561	SSBP3
chr1_55548925_55631559	USP24
chr1_57166622_57325712	C8A,PRKAA2,C1orf168
chr1_57325712_57374031	C8A
chr1_57374031_57430504	C8A,C8B
chr1_57430504_57534692	DAB1,C8B
chr1_57534692_57566504	DAB1
chr1_57566504_57606938	DAB1
chr1_57606938_57626538	DAB1
chr1_57626538_57704064	DAB1
chr1_57704064_57776383	DAB1
chr1_57776383_57834621	DAB1
chr1_57834621_57848234	DAB1
chr1_57848234_57939166	DAB1
chr1_57939166_57978178	DAB1
chr1_57978178_58025024	DAB1
chr1_58025024_58140827	DAB1
chr1_58140827_58283796	DAB1
chr1_58283796_58341196	DAB1-AS1,DAB1
chr1_58341196_58363957	DAB1
chr1_58363957_58715496	DAB1
chr1_58715496_58746239	DAB1
chr1_58746239_58946395	OMA1
chr1_58946395_59002166	OMA1
chr1_59002166_59098734	OMA1,TACSTD2
chr1_59098734_59201479	MYSM1
chr1_59201479_59240137	NA
chr1_59240137_59356845	LINC01135,JUN
chr1_59356845_59530405	LINC01135,LINC01358
chr1_59530405_59697660	LINC01358,HSD52
chr1_59697660_59886407	FGGY
chr1_59886407_59916815	FGGY
chr1_59916815_60051485	FGGY
chr1_60051485_60093575	FGGY
chr1_60093575_60110327	FGGY
chr1_60110327_60188270	FGGY
chr1_60188270_60216852	MIR4711,FGGY
chr1_60216852_60233875	FGGY
chr1_60233875_60298405	HOOK1,LOC101926944
chr1_60298405_60352322	HOOK1
chr1_60352322_60367246	CYP2J2
chr1_60367246_60397817	CYP2J2
chr1_60397817_60428523	NA
chr1_60428523_60469593	C1orf87
chr1_60469593_60555569	C1orf87
chr1_60555569_60583519	NA
chr1_60583519_60628816	NA
chr1_60628816_60672687	NA
chr1_60672687_60760134	NA
chr1_60760134_60852058	NA
chr1_60852058_60921600	NA
chr1_60921600_60946697	NA
chr1_60946697_61044582	NA
chr1_61044582_61135991	LOC101926964
chr1_61135991_61212534	LOC101926964
chr1_61212534_61321835	LOC101926964
chr1_61321835_61332760	NA
chr1_61332760_61390454	NA
chr1_61390454_61533095	NFIA-AS2
chr1_61533095_61731537	NFIA,NFIA-AS1
chr1_61731537_61751519	NFIA
chr1_61751519_61891502	NFIA
chr1_65915396_65978561	LEPR
chr1_65978561_66050991	LEPR
chr1_66050991_66142160	LEPR
chr1_66142160_66226160	NA
chr1_66226160_66501278	PDE4B
chr1_66501278_66601815	PDE4B,LOC101927139
chr1_66601815_66973007	PDE4B
chr1_66973007_67060393	SGIP1
chr1_67935083_68075956	NA
chr1_68075956_68160050	GADD45A
chr1_68160050_68192422	GNG12
chr1_68192422_68227284	GNG12
chr1_68983123_69037393	DEPDC1-AS1
chr1_69037393_69163578	NA
chr1_69163578_69232643	NA
chr1_69232643_69274758	NA
chr1_69274758_69319054	NA
chr1_69319054_69398268	NA
chr1_69398268_69401093	NA
chr1_69401093_69666525	NA
chr1_69666525_69803411	NA
chr1_69803411_69875099	NA
chr1_69875099_70004854	NA
chr1_70004854_70091978	LRRC7
chr1_70091978_70119913	LRRC7
chr1_70119913_70189157	LRRC7
chr1_70189157_70254327	LRRC7
chr1_70254327_70278109	LRRC7
chr1_70278109_70381123	LRRC7
chr1_70381123_70429762	LRRC7,PIN1P1
chr1_70429762_70471033	LRRC7
chr1_70471033_70575198	LRRC7
chr1_71336751_71459681	PTGER3
chr1_71459681_71567482	PTGER3,ZRANB2-AS2,MIR186,ZRANB2,ZRANB2-AS1
chr1_71567482_71629778	ZRANB2-AS2
chr1_71629778_71700216	ZRANB2-AS2
chr1_71700216_71765734	ZRANB2-AS2
chr1_71765734_71882256	NEGR1
chr1_71882256_71937906	NEGR1
chr1_71937906_71972623	NEGR1
chr1_71972623_72038896	NEGR1
chr1_72038896_72226715	NEGR1
chr1_72226715_72403253	NEGR1,NEGR1-IT1
chr1_72403253_72558289	NEGR1
chr1_72558289_72583393	NEGR1
chr1_72583393_72630060	NEGR1
chr1_72630060_72722699	NEGR1
chr1_72722699_72855812	NEGR1
chr1_72855812_72929463	NA
chr1_72929463_73129884	NA
chr1_73129884_73154228	NA
chr1_73154228_73179262	NA
chr1_73179262_73276009	NA
chr1_73276009_73308137	NA
chr1_73308137_73390336	NA
chr1_73390336_73622446	NA
chr1_73622446_73768201	NA
chr1_73768201_73842338	LINC01360
chr1_73842338_73893716	NA
chr1_73893716_73979839	NA
chr1_73979839_74127997	NA
chr1_74127997_74223201	NA
chr1_74223201_74256218	NA
chr1_74256218_74333826	NA
chr1_74333826_74418164	NA
chr1_74418164_74477464	NA
chr1_74477464_74629778	LRRIQ3
chr1_74629778_74732598	FPGT-TNNI3K,FPGT,LRRIQ3,TNNI3K
chr1_74732598_74738174	FPGT-TNNI3K,TNNI3K
chr1_74738174_74757994	FPGT-TNNI3K,TNNI3K
chr1_74757994_74830488	FPGT-TNNI3K,TNNI3K
chr1_74830488_74874607	FPGT-TNNI3K,TNNI3K
chr1_74874607_74961684	FPGT-TNNI3K,TNNI3K
chr1_74961684_75134175	FPGT-TNNI3K,ERICH3-AS1,TNNI3K,ERICH3
chr1_75134175_75246526	CRYZ,TYW3,ERICH3
chr1_75246526_75370231	NA
chr1_75370231_75404141	NA
chr1_75404141_75556596	NA
chr1_75556596_75597974	LHX8
chr1_75597974_75678780	SLC44A5,LHX8
chr1_75678780_75800875	SLC44A5
chr1_75800875_75828277	SLC44A5
chr1_75828277_75951906	SLC44A5
chr1_75951906_75999390	SLC44A5
chr1_75999390_76121395	SLC44A5
chr1_76121395_76163232	NA
chr1_76401763_76479380	LOC101927342
chr1_76479380_76596782	LOC101927342,ST6GALNAC3
chr1_76596782_76911731	ST6GALNAC3
chr1_76911731_77104970	ST6GALNAC3
chr1_77104970_77135614	NA
chr1_77135614_77242080	NA
chr1_77242080_77325505	NA
chr1_77325505_77449964	ST6GALNAC5
chr1_77449964_77553893	MIR7156,ST6GALNAC5
chr1_77553893_77642412	PIGK
chr1_77642412_77779824	AK5,PIGK
chr1_77779824_77811847	AK5
chr1_77811847_77856234	AK5
chr1_78558475_78595455	GIPC2
chr1_78595455_78626779	GIPC2
chr1_78626779_78675825	NA
chr1_78675825_78863083	MGC27382
chr1_78863083_78900548	NA
chr1_78900548_79017129	PTGFR
chr1_79017129_79168442	IFI44L,IFI44
chr1_79168442_79272093	NA
chr1_79272093_79373125	ADGRL4
chr1_79373125_79427103	ADGRL4
chr1_79427103_79475820	ADGRL4
chr1_79475820_79564718	NA
chr1_79564718_79716166	NA
chr1_79716166_79779964	NA
chr1_79779964_79836667	NA
chr1_79836667_79887769	NA
chr1_79887769_79912713	NA
chr1_79912713_79989815	NA
chr1_79989815_80111763	NA
chr1_80111763_80460076	NA
chr1_80460076_80515110	NA
chr1_80515110_80640757	NA
chr1_80640757_80903268	NA
chr1_80903268_80986873	NA
chr1_80986873_81326055	LINC01781
chr1_81326055_81363213	NA
chr1_81363213_81542292	NA
chr1_81542292_81583444	NA
chr1_81583444_81751672	NA
chr1_81751672_81794119	NA
chr1_81794119_81866619	NA
chr1_81866619_81942908	NA
chr1_81942908_82015986	LOC101927434
chr1_82015986_82504720	ADGRL2,LOC101927434
chr1_82504720_82625056	NA
chr1_82625056_82807315	NA
chr1_82807315_82945234	NA
chr1_82945234_83106748	NA
chr1_83106748_83233971	NA
chr1_83233971_83493406	LINC01361
chr1_83493406_83654967	NA
chr1_83654967_83888076	NA
chr1_83888076_83960937	NA
chr1_83960937_84001844	NA
chr1_84001844_84018676	NA
chr1_84018676_84054557	LINC01725
chr1_84054557_84090748	LINC01725
chr1_84090748_84139725	LINC01725
chr1_84139725_84174267	LINC01725
chr1_84174267_84282469	LOC101927560,LINC01725
chr1_84282469_84295758	LOC101927560,LINC01725
chr1_84295758_84431108	TTLL7,LOC101927560,LINC01725
chr1_84431108_84510543	TTLL7
chr1_84510543_84587994	PRKACB
chr1_84587994_84631809	PRKACB
chr1_84631809_84670909	PRKACB
chr1_86403663_86475407	COL24A1
chr1_86475407_86492287	COL24A1
chr1_86492287_86532962	COL24A1
chr1_86532962_86607016	COL24A1
chr1_86607016_86666510	COL24A1
chr1_86666510_86723440	NA
chr1_86723440_86864571	MIR7856,ODF2L
chr1_86864571_86908004	CLCA2
chr1_86908004_86917893	CLCA2
chr1_86917893_86943789	CLCA1,CLCA2
chr1_86943789_86970242	CLCA1
chr1_86970242_87008779	NA
chr1_87008779_87042501	CLCA4,LOC105378828
chr1_87042501_87089916	CLCA4,LOC105378828
chr1_87089916_87144514	LOC105378828,CLCA3P
chr1_94743180_94831345	NA
chr1_97837244_97875195	DPYD
chr1_97875195_98079320	DPYD
chr1_98079320_98207266	DPYD
chr1_98207266_98311196	DPYD,DPYD-AS2
chr1_98311196_98411043	DPYD
chr1_98411043_98445218	NA
chr1_98445218_98551756	MIR137HG,MIR137,MIR2682
chr1_98551756_98666548	NA
chr1_98666548_98714079	LINC01776
chr1_98714079_98760031	LINC01776
chr1_98760031_98852792	NA
chr1_98852792_98889005	NA
chr1_98889005_98931739	NA
chr1_98931739_98959499	NA
chr1_98959499_99009898	NA
chr1_99009898_99052157	NA
chr1_99052157_99089739	NA
chr1_99089739_99128314	SNX7
chr1_99128314_99331383	SNX7
chr1_99331383_99387718	PLPPR5
chr1_99387718_99613702	PLPPR5,LOC100129620
chr1_99613702_99747469	LOC100129620,PLPPR4
chr1_99747469_100073781	LINC01708,PLPPR4
chr1_100073781_100108203	NA
chr1_100108203_100123200	PALMD
chr1_100904576_100921369	CDC14A
chr1_100921369_100942114	CDC14A
chr1_100942114_100994790	CDC14A
chr1_100994790_101062301	GPR88
chr1_101062301_101097160	LINC01349
chr1_101097160_101124393	LINC01349
chr1_101124393_101239425	VCAM1
chr1_101239425_101276721	NA
chr1_101276721_101316234	NA
chr1_101316234_101417967	EXTL2,SLC30A7
chr1_101417967_101439507	SLC30A7
chr1_101439507_101470190	SLC30A7,DPH5
chr1_101470190_101500902	LOC102606465,DPH5
chr1_101500902_101732697	S1PR1,LOC101928370,LOC102606465
chr1_101732697_101777698	NA
chr1_101777698_101856681	LINC01307
chr1_101856681_101929334	NA
chr1_101929334_102012753	NA
chr1_102012753_102088699	NA
chr1_102088699_102249378	NA
chr1_102249378_102264996	NA
chr1_102264996_102477506	OLFM3,DNAJA1P5
chr1_102477506_102615843	NA
chr1_102615843_102700060	NA
chr1_102700060_102768560	NA
chr1_102768560_102845221	NA
chr1_102845221_102859978	NA
chr1_102859978_102922158	NA
chr1_102922158_102991701	NA
chr1_102991701_103129739	NA
chr1_103129739_103194053	NA
chr1_103194053_103267463	NA
chr1_103267463_103328546	NA
chr1_103328546_103360174	COL11A1
chr1_103360174_103453976	COL11A1
chr1_103453976_103482546	COL11A1
chr1_103482546_103537940	COL11A1
chr1_103537940_103559013	COL11A1
chr1_103559013_103593893	COL11A1
chr1_103593893_103641052	NA
chr1_103641052_103706569	NA
chr1_103706569_104025482	LOC101928436
chr1_104025482_104106746	AMY2B,RNPC3,LOC101928436
chr1_104106746_104339664	AMY1C,AMY2A,AMY1A,AMY2B,AMY1B,ACTG1P4
chr1_104339664_104414906	NA
chr1_104414906_104469667	NA
chr1_104469667_104533192	NA
chr1_104533192_104947292	LOC100129138
chr1_104947292_104993527	NA
chr1_104993527_105299293	NA
chr1_105299293_105373492	NA
chr1_105373492_105435365	NA
chr1_105435365_105674698	NA
chr1_105674698_105783085	NA
chr1_105783085_105915784	NA
chr1_105915784_106077862	NA
chr1_106077862_106341908	LINC01676
chr1_106341908_106681341	NA
chr1_106681341_106884290	NA
chr1_106884290_107055838	NA
chr1_107055838_107118984	NA
chr1_107118984_107463300	NA
chr1_107463300_107548337	NA
chr1_107548337_107585990	NA
chr1_107585990_107640520	PRMT6
chr1_107640520_107674237	NA
chr1_107674237_107742349	NTNG1
chr1_107742349_107830439	NTNG1
chr1_107830439_107896985	NTNG1
chr1_107896985_107926999	NTNG1
chr1_107926999_107993073	NTNG1
chr1_107993073_108036110	NTNG1
chr1_108036110_108101759	NA
chr1_108101759_108172840	VAV3
chr1_108172840_108239454	VAV3
chr1_108239454_108271105	VAV3
chr1_108271105_108313295	VAV3
chr1_108313295_108323350	VAV3
chr1_108323350_108342982	VAV3
chr1_108342982_108371543	VAV3
chr1_108371543_108382465	VAV3
chr1_115313739_115354426	SIKE1
chr1_115354426_115497528	SYCP1
chr1_115497528_115529523	SYCP1
